ax,ay,az,gx,gy,gz,activity
16.3687,5.6679,-2.9431,-2.8076,-63.6595,-49.3162,3
14.6339,4.6540,-3.5712,-19.0429,-22.8881,-54.4432,3
10.5750,-5.4610,-8.5669,-2.9907,-61.8894,-33.4471,3
9.4414,-6.6711,-7.6384,-16.4794,-90.3318,-29.1747,3
10.2257,-5.1774,-8.6757,-19.7753,-46.3866,-51.7576,3
9.6687,1.2873,-11.2917,-24.1088,20.9960,-50.0486,3
11.2037,1.6959,-7.6091,-14.5263,55.3587,32.2875,3
10.4739,-2.3234,-5.8450,-39.6117,26.3671,49.4383,3
7.1599,-4.2454,-3.1022,-22.6439,18.0663,55.8470,3
3.9529,-2.2043,-2.6817,3.4789,28.7474,72.8757,3
2.5836,0.8883,-2.1702,10.8642,27.5267,82.3362,3
2.9365,0.7537,-2.2277,4.2724,10.6200,81.6648,3
4.2448,-1.7461,-1.7802,-20.9960,12.3901,48.4007,3
5.2372,0.8129,-1.4380,-46.8138,14.4652,25.4515,3
5.4346,0.2739,0.5892,-63.7815,51.8187,-2.3803,3
7.4841,0.0933,0.7082,-67.9929,46.9359,-4.0893,3
11.4083,0.9996,0.9391,-86.6086,-1.4648,17.7001,3
12.2033,-1.8640,-2.7643,-41.3817,-13.9159,25.7567,3
15.6568,-5.9467,0.5054,-17.7611,34.7289,36.3768,3
16.3166,-2.6285,0.7758,28.8085,20.2025,40.0999,3
12.0520,-2.1361,-4.6169,40.2220,12.9394,43.7010,3
13.2879,-4.4679,-7.1455,36.6820,-7.3852,39.8558,3
10.3088,-4.6737,-9.5359,59.9363,14.4652,30.8226,3
7.3543,-5.1349,-7.8263,-1.4038,-9.0331,0.7324,3
8.7906,-6.7298,-5.1816,-14.4652,-29.2357,-11.2914,3
12.9864,-3.9338,-6.7094,13.9770,-33.2640,-13.0614,3
7.4392,0.8799,-4.4129,24.1088,-84.1062,-51.0252,3
3.3720,-1.4111,-3.1573,7.9955,-82.5193,-65.9178,3
2.9162,-1.7647,-2.8438,7.0800,-60.5467,-26.1840,3
4.5003,-1.6546,-3.6275,22.5829,-36.4989,-34.9730,3
4.7671,-1.6576,-2.9228,36.3158,-22.2167,-45.7152,3
4.1437,0.6741,-3.0263,42.1751,4.4555,-48.8279,3
5.9509,0.2165,-3.3343,58.6546,24.9022,-33.5082,3
6.9858,0.8267,-3.1399,64.7581,47.6683,-45.6541,3
9.6580,-1.4344,0.7531,75.5002,52.1238,-29.3578,3
11.1505,0.4671,2.6129,51.5135,5.0048,-24.5360,3
13.4285,3.3439,-2.1014,5.4321,-36.1937,-30.2123,3
14.6668,3.2679,-3.5503,-39.1234,-55.5418,-60.9739,3
13.7880,0.5030,-2.7882,0.4882,-38.5130,-34.1185,3
10.7204,-5.1643,-10.1898,0.3662,-100.5246,-21.0570,3
9.2883,-5.1864,-8.3024,6.2866,-52.7342,-37.7196,3
10.1054,-4.1874,-9.6753,-4.3945,-10.0097,-58.7156,3
9.2063,1.6175,-11.2468,-4.5165,63.2932,-13.9770,3
11.5423,1.4476,-6.8560,-18.3715,50.1707,34.3016,3
10.2006,-2.4065,-5.1373,-37.1703,17.2118,55.3587,3
5.7056,-3.6933,-2.9186,-19.5312,9.2773,66.6502,3
3.3068,-2.3365,-2.8139,4.5165,11.5356,77.8806,3
2.9102,0.9302,-1.6839,9.2162,24.1088,81.2986,3
3.1938,-1.9004,-2.6045,3.5400,15.4418,61.7063,3
3.5413,-1.9208,0.7704,-32.4706,32.5926,28.9305,3
4.7838,0.1022,0.5880,-50.1097,15.7470,10.9252,3
5.0943,0.5856,0.9110,-74.8289,55.3587,-1.5258,3
8.7499,1.1371,-1.7437,-76.6599,43.6400,2.9907,3
13.9525,0.9535,-1.2681,-78.1248,-20.3856,32.8978,3
10.8388,-4.1647,-3.9804,-7.4462,1.3427,33.9354,3
14.8037,-4.8580,5.8504,-10.9252,81.9089,31.3719,3
15.8512,0.6927,-1.1258,20.8129,83.4958,38.8792,3
11.8313,-5.4125,-9.3906,44.1283,21.7894,35.7665,3
12.9361,-4.3034,-9.1938,32.8978,5.9814,62.1336,3
10.6528,-5.0727,-5.7415,4.8828,36.7430,18.3104,3
5.5669,-5.2989,-8.1200,-22.9491,66.2229,-34.4237,3
9.5581,-6.4097,-5.4664,-24.5971,-35.5834,7.3242,3
11.0027,-3.9008,-6.1286,1.2817,-37.1092,0.9155,3
7.1108,-1.2400,-3.2536,-1.6479,-93.0783,-57.4339,3
3.5503,-2.1044,-3.3200,-1.4648,-83.5569,-56.0301,3
2.8432,-2.3198,-2.1864,-5.1269,-33.6302,-34.2406,3
3.4313,-1.2921,-2.7409,9.1552,-47.1800,-43.7620,3
4.0851,0.8327,-4.4602,32.1044,-39.3065,-45.1048,3
4.8658,0.4265,-3.0029,57.9832,5.6762,-37.8417,3
6.5653,0.7268,-2.0386,71.2278,20.3856,-34.8509,3
8.2061,0.4630,-2.1403,72.6316,48.0955,-38.7572,3
8.7750,-1.2538,0.5413,77.7585,56.1521,-27.0995,3
11.3677,0.1639,2.7242,30.6395,-24.1698,-28.7474,3
14.2295,4.3286,-3.6885,-12.6342,-63.6595,-42.5413,3
15.8895,3.8237,-3.0675,-27.8319,-32.0433,-52.2459,3
12.1531,-2.3742,-3.1597,6.5307,-56.0911,-26.1229,3
8.8073,-5.0267,-8.2008,4.0893,-97.7780,-23.0712,3
9.0263,-5.6781,-8.2839,16.6625,-53.4056,-21.9725,3
11.5824,-1.5655,-9.2763,-12.0238,-3.6621,-43.6400,3
7.9549,2.5585,-11.1320,-9.2162,93.4445,1.7089,3
11.1290,2.1379,-7.6008,-22.6439,23.7426,46.2034,3
11.1068,-4.2478,-4.9824,-46.8748,-7.7514,50.1707,3
7.7473,-4.2173,-4.3591,-20.7518,-24.6581,52.2459,3
3.8189,-1.4991,-3.4947,-2.9296,6.0424,69.5799,3
2.7702,0.7292,-2.2594,-7.3242,28.6864,88.5007,3
3.5383,-1.0432,-4.0725,0.4272,40.5272,68.9695,3
4.1270,-1.4991,-1.8269,-38.2079,32.5316,46.3255,3
4.5469,0.5790,0.4761,-63.2932,67.5047,16.5404,3
5.2725,0.0035,-1.2783,-69.4578,68.7254,1.8310,3
7.1778,0.0753,-1.1748,-78.6741,40.8934,13.9159,3
10.5732,0.3242,0.1459,-69.1526,-9.7656,36.0716,3
12.2392,-4.8101,-3.2315,-25.5126,-1.0375,35.4613,3
15.4061,-5.5369,1.2406,-24.4750,45.8983,31.7381,3
15.1052,-1.0989,0.2632,27.3436,97.7780,34.1795,3
11.0524,-5.0213,-8.1212,34.6678,8.0566,54.5652,3
12.9296,-4.4333,-8.6829,36.6209,0.6103,68.0540,3
12.1112,-5.9401,-7.9028,46.9359,30.7006,41.8089,3
4.1880,-6.2823,-8.6069,-20.3246,26.3060,-32.2875,3
10.0833,-7.3698,-5.0392,-27.4047,-36.9261,3.0517,3
11.7236,-3.0670,-6.6047,3.2348,-36.3768,-6.0424,3
8.2504,0.8237,-4.4410,-6.4697,-95.1535,-60.8518,3
3.8021,-1.9208,-3.1866,-15.4418,-91.4304,-68.6033,3
4.0480,-2.4813,-2.5082,-10.8642,-54.2601,-28.3202,3
4.0504,-1.6175,-3.1633,1.7089,-31.3109,-45.6541,3
4.1288,0.9212,-3.8458,11.0473,-26.3060,-51.2083,3
4.1730,1.0402,-2.7290,30.4564,14.3432,-44.3724,3
5.6572,0.2626,-2.0285,56.2132,18.3104,-40.2831,3
7.4452,-1.1437,-2.0464,79.1013,35.0951,-49.0721,3
7.3716,-2.0003,0.5539,80.2610,54.1380,-37.0482,3
10.7563,0.5413,3.0089,64.2088,33.9964,-18.6767,3
14.0404,4.0707,-1.6474,5.1879,-45.4100,-35.5834,3
15.2709,4.9088,-3.2536,-19.6532,-59.3260,-67.3216,3
13.4249,-2.0691,-5.4843,-7.8735,-43.4569,-43.9451,3
11.3228,-2.9186,-10.3232,-18.6156,-111.0837,-28.8085,3
11.3401,-4.8335,-7.3369,4.3334,-33.2640,-45.9593,3
9.3481,-4.6061,-9.7543,5.8593,-38.2079,-52.8563,3
9.5748,1.5655,-11.9802,21.4232,52.1238,0.6103,3
11.7044,0.9254,-8.5471,13.4277,34.9120,34.1185,3
9.2261,-1.9645,-4.5397,-13.1835,23.9257,42.9686,3
6.2602,-3.1639,-2.6961,1.4038,20.0194,63.5374,3
2.3766,-1.4973,-2.2953,16.9677,18.1884,77.4534,3
3.5569,0.0161,-2.0045,13.4887,23.9867,81.9700,3
2.7702,-1.1252,-2.4747,0.1220,37.6585,66.1619,3
3.8608,-1.7994,-1.1772,-18.3715,33.7523,39.1234,3
5.1038,0.9230,-1.2478,-56.2132,39.1234,4.6386,3
6.4307,0.2171,0.0729,-79.8948,44.9217,-10.7421,3
8.3431,0.2632,0.4037,-82.0310,31.0668,-5.9203,3
10.0073,0.3517,-1.8873,-53.9549,-4.0893,37.0482,3
12.2291,-4.0516,-3.8841,-22.5219,-22.0336,24.9022,3
17.8037,-5.0967,1.3507,-24.4750,35.4613,35.0340,3
15.9140,-1.4691,0.4133,23.0712,96.0080,23.0101,3
10.5918,-6.0029,-7.9866,44.3724,-11.1694,48.0345,3
12.3098,-6.7238,-9.9505,53.1004,2.9907,50.8421,3
12.7902,-6.9547,-6.6891,65.7957,41.9310,39.8558,3
7.5595,-4.7012,-8.2731,0.3051,61.4012,-37.0482,3
8.8755,-5.9108,-5.5663,-16.4184,-33.8744,-1.5258,3
10.8406,-3.3990,-6.3427,21.0570,-44.0672,-3.6621,3
7.9250,-1.3130,-4.0887,10.1928,-97.7170,-60.6077,3
3.0317,-1.8299,-2.4987,0.7324,-85.9372,-73.7913,3
2.9054,-1.5487,-2.7966,0.7934,-69.0916,-38.2079,3
3.8937,0.6789,-3.8620,2.1362,-45.0438,-39.6727,3
4.7988,-1.0241,-3.9912,33.8133,-38.2079,-43.0907,3
4.7946,0.4899,-2.6189,34.9730,25.0243,-46.5086,3
5.7170,0.6173,-2.1882,56.8235,29.3578,-38.3910,3
7.4356,0.4612,-2.2707,75.4392,71.4109,-43.5179,3
8.6554,-1.4344,0.4187,81.7258,71.1057,-24.4750,3
12.1519,0.6143,2.1714,52.5511,20.9960,-18.6156,3
13.7928,2.6919,-2.7541,-14.0380,-71.8992,-49.0721,3
15.2117,3.4462,-1.4715,-33.0809,-63.4763,-67.6267,3
11.2438,-2.4634,-2.1756,0.0610,-25.6957,-27.9540,3
11.7798,-2.1170,-6.4713,-2.6855,-108.0319,-34.3016,3
8.2115,-4.3812,-10.2687,0.2441,-96.3132,-24.8412,3
11.9282,-3.0023,-10.4991,-13.7939,-12.6342,-24.1088,3
11.0811,0.4271,-11.4514,-36.5599,61.2791,-18.7377,3
10.4877,2.1774,-7.2957,-29.0526,35.4613,45.7152,3
10.3495,-3.2506,-4.9890,-41.6258,3.4179,69.3967,3
7.7928,-3.6855,-3.3702,-13.4277,11.0473,68.7864,3
3.9421,-1.4673,-3.5180,9.6435,8.6669,76.7209,3
2.9856,0.3589,-2.1200,-5.3710,20.3856,97.9611,3
2.4723,-1.4273,-2.6488,3.6621,25.6347,76.1716,3
2.7535,-2.3174,0.3541,-32.8978,45.8372,51.0252,3
4.4039,-1.6055,0.0699,-62.8660,22.5219,21.8505,3
7.1144,0.5874,0.5880,-70.6785,40.5882,-4.3945,3
8.3551,0.1615,-2.2534,-72.3875,34.7289,-8.9111,3
10.0073,0.2129,-1.6199,-74.0964,17.2729,34.4237,3
11.3796,-3.0640,-4.2466,-33.8133,17.5170,35.4613,3
14.9700,-4.4404,1.5744,-10.0097,49.3162,37.4754,3
15.5880,-1.5415,1.3579,0.3662,60.6687,41.6869,3
12.3445,-5.3742,-8.3108,49.4383,-10.0097,62.8050,3
13.2490,-8.7326,-10.2580,48.8890,-9.0331,57.6780,3
11.6428,-6.1561,-6.4037,57.1897,50.7200,33.9964,3
8.3090,-4.5164,-8.0416,-9.5214,18.1273,-33.8744,3
8.2917,-6.1202,-6.1519,-30.3343,12.2069,-21.5453,3
10.5924,-3.6376,-5.5513,0.6713,-43.9451,-2.4414,3
8.2827,-1.1898,-4.0528,7.8124,-113.7692,-56.5794,3
3.0478,-1.8089,-2.7290,0.4882,-83.4348,-68.1150,3
2.4538,-2.3006,-1.4470,-12.1459,-65.0022,-37.5365,3
2.6512,-1.1533,-3.4031,-1.0986,-34.7289,-54.9925,3
4.0301,0.6574,-4.5930,26.8554,-31.5550,-51.2694,3
4.6677,0.0556,-2.9533,62.1946,11.1694,-44.8607,3
6.1166,0.0424,-2.9228,59.8143,14.7704,-35.7054,3
8.0805,0.1998,-2.4346,75.6834,44.6776,-44.3724,3
9.0544,0.1274,0.4797,70.4343,68.8474,-21.3012,3
12.2099,0.2650,3.0412,54.2601,36.4989,-21.8505,3
13.9435,1.9591,0.5641,-30.3343,-60.0584,-41.1986,3
14.9365,4.2789,-3.2991,-44.0062,-72.6926,-65.9788,3
10.2879,-1.8406,-3.9744,-12.8783,-32.9589,-45.5321,3
7.7593,-5.3198,-9.7136,-2.1972,-114.0744,-15.6249,3
10.3387,-5.3270,-9.1022,3.6010,-48.1566,-24.6581,3
12.0598,-2.8953,-10.2047,-23.4984,6.4697,-65.0022,3
9.3714,1.5385,-11.7050,-26.1229,56.4573,1.7089,3
12.0891,1.2323,-8.0727,-18.0663,21.4843,31.7992,3
10.5044,-3.4366,-4.5523,-34.8509,12.7563,53.4666,3
6.2350,-3.3026,-2.2576,-17.9442,28.9305,63.0491,3
2.5920,-1.4099,-2.9222,8.3617,33.6913,80.0779,3
2.5094,0.6969,-1.9764,7.0190,29.7240,88.7448,3
2.2869,0.7082,-2.0057,2.3193,25.3295,81.1155,3
3.1274,-1.1084,-1.3465,-30.5174,8.1176,48.8279,3
3.9930,0.5054,-1.2819,-54.1990,35.5223,20.5077,3
5.4299,0.6125,-1.0283,-70.5564,44.4334,5.0659,3
7.0636,-1.0277,-1.1108,-64.2698,23.7426,9.5824,3
11.0368,-1.1724,-1.4685,-60.9739,-15.0756,28.5643,3
12.6161,-4.5266,-5.0021,-10.5590,-52.7342,31.0057,3
16.2257,-4.6983,1.5056,2.8686,22.2777,30.3343,3
15.8500,0.7405,-1.9573,25.8178,72.3875,27.5267,3
12.7046,-5.5926,-7.3501,60.3025,15.0146,48.7669,3
13.0875,-6.8518,-9.0035,53.9549,14.8315,44.9827,3
10.7246,-5.4664,-7.0217,46.5086,25.2074,22.3388,3
7.0043,-5.2839,-8.9844,-31.6771,42.0531,-30.3343,3
9.1298,-6.8476,-5.7302,-19.3480,-29.1747,0.4272,3
10.8616,-4.1712,-5.7643,11.2304,-55.1756,-8.1176,3
8.1571,-1.6552,-4.0289,6.5917,-96.4353,-67.3216,3
2.7152,-1.8831,-3.3684,-7.6904,-93.8107,-74.0354,3
2.3617,-1.7581,-2.4155,12.3901,-43.2738,-34.2406,3
3.9194,-1.0683,-3.5096,6.9579,-29.4188,-40.9544,3
4.6049,0.4462,-4.1808,44.1893,-28.4423,-44.8607,3
3.9062,0.1866,-2.5375,47.6072,22.7050,-45.5931,3
6.5581,0.2476,-2.1433,57.3118,12.8783,-40.4051,3
7.0803,-1.1318,-2.7320,63.7205,53.8939,-55.2977,3
8.0225,-1.4117,1.3692,77.3313,65.2464,-33.3251,3
12.0795,0.5874,2.0524,69.5188,13.4277,-19.0429,3
13.2113,3.8931,-2.7906,-13.7939,-62.3167,-45.2269,3
14.9060,4.1982,-3.4414,-38.4520,-56.5184,-63.4763,3
12.2183,-3.5533,-7.4315,-19.2870,-46.9359,-23.1933,3
13.3268,-3.4785,-8.7900,-46.8748,-82.2141,-42.3582,3
8.8905,-7.9118,-7.9860,5.4931,-75.5002,-37.7196,3
9.3373,-1.9369,-11.5902,4.0283,-36.0106,-24.8412,3
11.1655,0.8069,-11.8265,11.7797,52.9173,13.4887,3
11.4616,0.3696,-6.6939,-17.0897,49.3162,22.1557,3
8.4412,-2.5501,-4.4333,-28.6254,23.6815,53.3445,3
5.3659,-2.9132,-2.2612,7.5683,30.7006,78.1248,3
3.0574,0.4522,-2.1535,17.2729,21.7284,86.1203,3
3.1956,0.7232,-2.6159,13.9770,21.4843,87.4021,3
2.5322,-1.7371,-1.9322,7.3242,35.6444,76.2327,3
2.9515,-2.1409,0.5282,-38.0858,33.3251,35.0951,3
4.8717,0.8751,0.8081,-51.0862,37.1703,2.6855,3
5.6542,0.7250,-1.3387,-67.5047,48.0955,-13.3056,3
7.0701,-1.1347,-1.2023,-72.6316,8.0566,0.5493,3
12.7220,0.6065,0.8524,-77.8196,-15.1366,24.7802,3
13.1216,-3.8482,-4.0839,-32.5926,-21.5453,24.8412,3
15.2865,-5.4520,2.9611,0.6103,34.4237,29.9071,3
15.5318,-1.1006,-2.0075,20.1415,59.6922,43.0907,3
12.4486,-4.8257,-7.3184,50.2318,-10.5590,48.2786,3
14.1338,-6.8979,-9.9194,67.3826,31.6161,46.5697,3
9.1190,-3.9625,-5.2953,28.3202,53.1004,10.3759,3
5.6650,-5.2504,-7.3663,-29.1136,57.3728,-41.0765,3
10.2640,-6.5222,-5.9066,-33.4471,6.6528,-12.8173,3
11.3359,-4.0731,-6.3158,2.6855,-65.6736,-4.8828,3
7.0360,-1.2975,-5.6159,2.6245,-94.2380,-45.8983,3
2.6015,-1.9567,-4.3531,4.3945,-91.6745,-56.2132,3
3.7226,-2.4951,-2.9497,18.5546,-50.5980,-26.4281,3
5.0841,-1.5577,-3.0029,19.3480,-22.5829,-35.5223,3
3.5802,0.9768,-2.0129,37.2313,-13.3666,-52.5511,3
3.2739,0.3774,-2.3688,35.8275,10.5590,-34.3016,3
6.5365,0.3332,-1.6420,41.5648,17.6391,-36.0106,3
7.2006,-1.0390,-1.9166,67.1384,32.1044,-54.5652,3
8.3144,-2.2887,0.3278,87.8293,28.6864,-37.4754,3
13.4668,0.4731,0.9900,52.3069,-18.1273,-33.5082,3
15.2644,4.1982,-2.7254,-23.9867,-83.6179,-71.4109,3
14.6153,4.6187,-2.9389,-19.5312,-39.0624,-66.2229,3
10.4093,-3.5114,-8.4538,6.7138,-47.5462,-36.9872,3
9.1160,-5.1756,-9.4008,-8.1176,-83.2517,-21.4843,3
10.0378,-6.1746,-8.2498,1.9531,-34.3627,-21.9115,3
12.2273,-3.6257,-10.1252,-28.3812,16.7846,-63.7205,3
8.9730,2.5082,-11.4341,-18.1884,78.1858,-3.6010,3
11.9874,0.2069,-6.2853,-16.2353,35.5834,40.9544,3
11.0004,-3.4139,-4.6683,-37.0482,15.0146,47.4241,3
6.2883,-2.3850,-2.7242,-12.7563,29.1136,48.8279,3
3.4450,0.9505,-2.2390,1.2207,9.0942,74.7068,3
2.1762,0.8243,-2.2612,-15.3197,12.4511,89.4162,3
2.1373,-1.7024,-1.5954,-16.1742,19.2870,75.4392,3
2.8354,-2.0458,-1.0821,-38.0248,25.1464,46.5697,3
4.9250,0.1597,-1.5014,-47.9124,26.5502,29.7850,3
5.9665,0.1262,-2.2187,-60.7298,62.1946,10.8031,3
7.2999,0.3667,-2.1008,-81.1765,28.0150,15.9301,3
10.9579,0.7663,0.9212,-82.7024,3.2348,34.5458,3
11.5172,-3.2638,-3.5647,-41.1375,-20.5077,42.0531,3
16.3046,-4.5750,2.2259,-19.8363,57.4949,45.5321,3
15.8207,-1.5463,0.8219,20.5687,114.9289,39.9168,3
13.1348,-2.5429,-4.5619,36.5599,-18.7377,64.0257,3
12.3391,-7.5607,-9.4695,38.6961,-7.2631,60.1805,3
11.8408,-6.9146,-9.3044,37.3534,33.5692,20.3856,3
5.8420,-4.3543,-8.0697,0.1831,11.5356,-16.9066,3
9.8434,-5.3012,-5.2337,-22.3388,-31.6161,-4.6996,3
12.1950,-3.4642,-6.7651,-2.0141,-48.5838,-16.4794,3
7.2687,-1.0498,-4.6576,-7.1410,-104.9191,-48.9500,3
2.8504,-1.8023,-3.2787,-9.7656,-97.4728,-57.3118,3
3.6173,-2.2624,-2.6608,-8.6669,-76.5378,-24.5360,3
3.7459,-1.6085,-3.6185,-1.0986,-31.0668,-36.6209,3
3.9649,-1.4709,-4.0145,21.8505,-19.5922,-52.0018,3
4.0600,0.7363,-3.0693,46.4476,27.9540,-54.6873,3
5.8049,0.1830,-1.4039,57.9222,36.1937,-49.4993,3
7.1114,0.0532,-2.6321,71.7771,42.4803,-49.9266,3
8.7714,0.7298,0.0843,76.2327,50.4149,-40.2831,3
12.5300,0.2291,2.3820,64.5139,5.1879,-22.6439,3
13.8580,2.0739,-1.2849,-5.6152,-60.4856,-51.0862,3
13.7778,4.9028,-2.9497,-32.5926,-62.4388,-70.0681,3
12.4887,1.6959,-5.2989,-14.9535,-49.3162,-33.5082,3
12.0448,-4.5888,-10.3489,-33.3251,-91.7966,-26.6722,3
10.5104,-5.7768,-7.1294,-16.5404,-46.3255,-42.4193,3
9.2745,-1.6660,-11.5226,-2.8686,-5.0048,-34.9730,3
10.0953,2.2163,-12.2530,-2.0141,71.7771,21.5453,3
11.7344,0.1471,-7.2765,-11.0473,46.0814,41.9920,3
9.5641,-2.5746,-4.9070,-33.3251,28.0760,57.8611,3
4.6953,-3.6125,-2.9377,-5.4931,28.1371,65.4295,3
1.8101,-1.4111,-2.0476,36.6209,35.7054,87.8293,3
3.3236,-1.1377,-1.9471,51.0862,26.0619,70.9226,3
3.0831,-2.0440,-1.1874,20.3246,25.3295,64.8191,3
3.1471,-1.0468,-1.1641,-40.9544,30.7616,24.4750,3
5.2965,0.6795,0.7788,-45.9593,53.4056,6.1645,3
6.8249,0.9391,0.2943,-85.1438,66.6502,-11.2914,3
8.3431,1.1503,-1.3920,-93.7497,8.1176,20.6298,3
12.3326,-1.0683,-2.0021,-76.1106,-43.2127,42.4803,3
12.2524,-5.9162,-3.1549,-4.2724,-9.3383,42.6024,3
14.7487,-4.8089,3.6526,-19.9584,44.1893,38.6961,3
13.0935,0.3326,-1.6731,22.7660,91.2473,35.7665,3
11.0470,-2.7954,-8.1990,27.1605,-28.4423,52.9173,3
11.7469,-6.4378,-9.6113,20.8739,-6.9579,62.8050,3
13.4865,-7.2496,-7.5349,52.1238,21.7894,35.5223,3
5.0297,-4.8981,-8.6291,-25.6347,70.0071,-43.2738,3
10.8347,-5.7278,-6.3774,-30.9447,-5.0659,-15.8690,3
10.5954,-4.1066,-6.4995,14.0380,-57.6780,-31.5550,3
7.3489,-1.1928,-4.4799,1.5869,-96.0080,-68.9695,3
3.6305,-2.1541,-2.6087,-1.8920,-106.2008,-58.7767,3
3.3415,-1.5690,-1.5535,-6.9579,-57.9222,-27.1605,3
3.4187,0.7567,-4.3794,-9.2162,-47.1190,-32.7147,3
3.7938,0.1393,-2.7840,31.2499,7.8124,-50.8421,3
4.7072,0.2087,-1.7413,46.0203,28.7474,-37.9637,3
6.4157,0.7848,-1.2053,40.1610,32.5316,-30.3954,3
7.6486,0.7202,-2.0452,56.0301,67.8709,-41.5037,3
9.2709,-2.0578,1.8209,78.7961,57.5560,-24.7802,3
10.7581,0.7842,1.0917,49.4383,-16.4184,-23.3764,3
13.0833,3.5168,-3.2811,-10.4980,-90.2707,-47.0579,3
16.1736,4.0151,-2.4819,-31.5550,-62.5608,-62.8050,3
11.7960,-1.7724,-3.5102,-1.5258,-23.0712,-31.9213,3
11.1529,-2.6219,-9.2261,-18.9208,-111.7550,-28.3202,3
9.8261,-6.1938,-9.5389,-8.9111,-62.0725,-34.1185,3
10.1611,-4.9034,-9.9673,-7.2021,-29.9681,-56.2742,3
7.9758,0.3391,-10.7150,7.1410,65.9178,-4.8217,3
11.6614,1.9740,-7.7001,6.2255,47.7293,32.9589,3
9.7980,-2.5716,-4.8580,-29.4799,15.5639,44.3114,3
6.9966,-3.4540,-3.3553,-2.6855,16.1132,64.3919,3
2.9880,-1.3974,-2.7475,20.3246,32.5926,80.8103,3
2.9473,0.5724,-2.7098,27.0995,33.1420,89.7824,3
3.1465,0.6382,-1.7198,12.0238,27.4047,84.7776,3
2.9383,-2.0428,-1.1844,-34.4237,18.9208,45.4710,3
4.6965,-1.4249,-1.3058,-58.5325,39.3065,8.5448,3
5.6446,0.4366,-1.2191,-71.1668,62.7439,-3.4179,3
6.8709,0.5982,0.9774,-84.2893,29.5409,1.5258,3
11.7128,0.4462,0.3236,-85.6321,4.1503,20.2636,3
11.2259,-3.3314,-3.4845,-31.4330,-19.0429,34.8509,3
14.7864,-5.3294,0.2291,-5.6762,76.9651,33.1420,3
16.2382,0.8500,-2.3856,-12.3290,-10.1318,48.4007,3
12.2961,-6.0173,-9.6412,39.6727,6.4697,49.2552,3
12.7657,-8.7439,-7.5541,60.1194,12.8173,42.9076,3
9.5575,-4.3034,-4.4141,57.8611,63.4153,29.3578,3
5.7840,-4.8729,-8.4735,0.5493,15.8080,-33.5692,3
9.7537,-7.5230,-6.6346,-33.0809,-27.0385,-11.4135,3
12.0472,-2.9509,-6.6011,2.3193,-75.2561,8.6059,3
8.8085,0.9990,-5.1278,1.1596,-107.2995,-50.1707,3
3.1645,-1.6785,-3.1579,-17.6391,-83.8620,-72.3875,3
1.6899,-2.3874,-2.9551,-9.9487,-48.5838,-36.3158,3
3.3332,-1.2981,-3.8506,4.4555,-32.5316,-44.6165,3
3.7328,-1.5523,-3.5437,32.6537,-27.1605,-51.5745,3
3.4737,-1.1892,-2.1463,33.1420,-5.6152,-52.5511,3
5.0404,1.0438,-2.7092,44.5555,16.2963,-44.7386,3
6.7495,0.5455,-3.3834,83.0686,41.8700,-53.4056,3
9.4755,0.7232,0.4552,82.0310,57.0066,-26.9774,3
12.8147,0.0502,2.3090,57.7391,27.2826,-26.5502,3
13.0875,2.7337,-1.6325,-24.1698,-56.0911,-51.3304,3
15.3194,5.0356,-3.7028,-47.8514,-45.7762,-55.5418,3
13.5146,-2.4454,-3.5796,-12.6342,-38.8182,-36.9872,3
8.6668,-4.7826,-10.4207,-8.6059,-110.7785,-21.0570,3
9.3080,-5.9365,-9.9152,6.2255,-58.3494,-19.0429,3
11.6165,-4.1958,-10.0821,-10.8642,-8.8500,-59.7532,3
8.2797,2.3856,-12.0293,-7.4462,89.8435,-7.5683,3
11.0207,1.9226,-8.3814,-1.7089,47.3631,42.3582,3
9.9403,-2.7415,-4.9657,-16.4184,16.1132,59.5701,3
6.9260,-3.1423,-3.0544,-5.4321,27.2216,71.0447,3
1.9968,-1.2335,-3.2195,0.6713,30.0902,88.1955,3
2.5752,0.8644,-2.4131,34.6068,35.2782,88.9279,3
2.4496,-1.5158,0.2817,-16.0522,19.0429,57.6780,3
2.6578,-1.4709,0.9828,-33.9354,24.3529,27.2216,3
4.3495,0.4677,-1.0151,-46.9359,76.4768,0.7324,3
5.9856,0.6502,0.7106,-68.6033,68.9695,-9.6435,3
9.5682,0.9661,-1.9411,-79.2234,4.3334,2.0751,3
13.0468,0.7746,-1.7485,-77.6365,-39.6727,35.7665,3
13.7306,-5.6871,-3.3852,-15.5639,-19.1649,34.5458,3
15.9679,-3.1298,1.8215,-25.6957,33.8744,48.4007,3
13.4937,0.9756,-2.3156,28.6864,78.1248,45.7762,3
11.4089,-5.5992,-8.9575,32.5316,-5.2490,48.0955,3
13.5146,-6.7621,-10.4985,45.2269,2.0141,59.2039,3
11.6584,-5.9467,-6.2267,32.7147,25.0853,37.8417,3
4.7318,-4.7007,-7.2783,-20.6908,49.8045,-28.9916,3
10.7066,-5.2707,-6.3218,-18.0663,9.4604,6.5307,3
10.3351,-3.1435,-6.2291,1.0986,-49.0111,-8.2397,3
7.6205,-2.0183,-3.9343,-11.7187,-92.6511,-59.0818,3
3.4067,-2.5531,-2.6805,-14.7704,-82.7634,-48.0955,3
3.7124,-2.1780,-1.8969,-8.1786,-47.0579,-40.7713,3
3.1495,0.8943,-2.8091,-3.0517,-50.9031,-43.2738,3
